,datetime,polarity,subjectivity,search_query
45, 2019-12-07 22:40:36,0.4952380952380953,0.5452380952380952, (to:@elonmusk)
46, 2019-12-07 22:40:35,0.0,0.0, (to:@elonmusk)
47, 2019-12-07 22:40:31,0.5371428571428571,0.7271428571428571, (to:@elonmusk)
48, 2019-12-07 22:40:12,0.0,0.0, (to:@elonmusk)
49, 2019-12-07 22:40:02,0.0,0.0, (to:@elonmusk)
50, 2019-12-07 22:39:30,0.0,0.0, (to:@elonmusk)
51, 2019-12-07 22:39:22,0.0,0.0, (to:@elonmusk)
52, 2019-12-07 22:39:06,0.0,0.0, (to:@elonmusk)
53, 2019-12-07 22:39:01,0.0,0.1, (to:@elonmusk)
54, 2019-12-07 22:38:57,0.21666666666666667,1.0, (to:@elonmusk)
55, 2019-12-07 22:38:55,0.0,0.0, (to:@elonmusk)
56, 2019-12-07 22:38:46,0.0,0.0, (to:@elonmusk)
57, 2019-12-07 22:38:37,0.0,0.0, (to:@elonmusk)
58, 2019-12-07 22:37:49,0.5,0.8888888888888888, (to:@elonmusk)
59, 2019-12-07 22:37:33,0.0,0.0, (to:@elonmusk)
60, 2019-12-07 22:37:19,0.0,1.0, (to:@elonmusk)
61, 2019-12-07 22:37:17,0.2,0.35, (to:@elonmusk)
62, 2019-12-07 22:37:00,0.0,0.0, (to:@elonmusk)
63, 2019-12-07 22:36:57,0.8,0.9, (to:@elonmusk)
64, 2019-12-07 22:36:53,0.0,0.0, (to:@elonmusk)
65, 2019-12-07 22:36:30,0.0,0.0, (to:@elonmusk)
66, 2019-12-07 22:36:19,0.0,0.0, (to:@elonmusk)
67, 2019-12-07 22:35:53,0.0,0.0, (to:@elonmusk)
68, 2019-12-07 22:35:49,0.5,0.6, (to:@elonmusk)
69, 2019-12-07 22:35:44,0.0,1.0, (to:@elonmusk)
71, 2019-12-07 22:35:41,-0.8,0.8, (to:@elonmusk)
72, 2019-12-07 22:35:03,0.0,0.0, (to:@elonmusk)
73, 2019-12-07 22:34:53,0.0,0.0, (to:@elonmusk)
74, 2019-12-07 22:34:44,0.0,0.0, (to:@elonmusk)
75, 2019-12-07 22:34:43,0.5,0.5, (to:@elonmusk)
76, 2019-12-07 22:34:33,0.0,0.0, (to:@elonmusk)
77, 2019-12-07 22:34:29,0.0,0.0, (to:@elonmusk)
78, 2019-12-07 22:34:06,0.0,0.0, (to:@elonmusk)
79, 2019-12-07 22:33:58,0.8,0.4, (to:@elonmusk)
80, 2019-12-07 22:33:56,0.3499999999999999,0.8166666666666668, (to:@elonmusk)
81, 2019-12-07 22:33:54,0.0,0.0, (to:@elonmusk)
82, 2019-12-07 22:33:48,0.0,0.0, (to:@elonmusk)
83, 2019-12-07 22:33:26,0.0,0.0, (to:@elonmusk)
84, 2019-12-07 22:32:53,0.0,0.0, (to:@elonmusk)
86, 2019-12-07 22:32:42,0.0,0.0, (to:@elonmusk)
88, 2019-12-07 22:32:32,0.0,0.0, (to:@elonmusk)
89, 2019-12-07 22:32:30,0.2722222222222222,0.4444444444444445, (to:@elonmusk)
91, 2019-12-07 22:32:09,0.0,0.0, (to:@elonmusk)
92, 2019-12-07 22:32:08,0.4,0.8, (to:@elonmusk)
94, 2019-12-07 22:31:56,0.2,0.2, (to:@elonmusk)
96, 2019-12-07 22:31:20,0.0,0.0, (to:@elonmusk)
97, 2019-12-07 22:31:16,0.0,0.0, (to:@elonmusk)
99, 2019-12-07 22:30:40,0.0,0.0, (to:@elonmusk)
100, 2019-12-07 22:30:31,0.0,0.0, (to:@elonmusk)
101, 2019-12-07 22:30:07,0.0,0.0, (to:@elonmusk)
102, 2019-12-07 22:30:06,0.0,0.0, (to:@elonmusk)
103, 2019-12-07 22:30:05,0.07499999999999997,0.375, (to:@elonmusk)
104, 2019-12-07 22:29:47,0.0,0.0, (to:@elonmusk)
105, 2019-12-07 22:29:43,0.0,0.0, (to:@elonmusk)
106, 2019-12-07 22:29:41,0.0,0.0, (to:@elonmusk)
107, 2019-12-07 22:29:38,0.3181818181818182,0.6717171717171717, (to:@elonmusk)
109, 2019-12-07 22:29:11,0.0,0.0, (to:@elonmusk)
110, 2019-12-07 22:29:02,-0.4,0.4, (to:@elonmusk)
111, 2019-12-07 22:28:42,0.0,0.0, (to:@elonmusk)
112, 2019-12-07 22:28:38,0.7,1.0, (to:@elonmusk)
114, 2019-12-07 22:28:23,0.0,0.0, (to:@elonmusk)
115, 2019-12-07 22:28:05,0.2833333333333333,0.7999999999999999, (to:@elonmusk)
116, 2019-12-07 22:28:03,0.2,0.30000000000000004, (to:@elonmusk)
117, 2019-12-07 22:27:58,0.0,0.0, (to:@elonmusk)
118, 2019-12-07 22:27:55,0.0,0.0, (to:@elonmusk)
119, 2019-12-07 22:27:31,0.0,0.0, (to:@elonmusk)
121, 2019-12-07 22:27:18,0.0,0.0, (to:@elonmusk)
122, 2019-12-07 22:27:11,0.0,0.0, (to:@elonmusk)
123, 2019-12-07 22:27:10,0.0,0.0, (to:@elonmusk)
124, 2019-12-07 22:26:55,0.0,0.0, (to:@elonmusk)
125, 2019-12-07 22:26:53,0.033333333333333326,0.7462962962962963, (to:@elonmusk)
126, 2019-12-07 22:26:38,0.8,0.75, (to:@elonmusk)
127, 2019-12-07 22:26:28,0.25,0.4, (to:@elonmusk)
128, 2019-12-07 22:26:24,0.1,0.65, (to:@elonmusk)
129, 2019-12-07 22:26:12,0.0,0.0, (to:@elonmusk)
130, 2019-12-07 22:26:07,0.0,0.0, (to:@elonmusk)
131, 2019-12-07 22:26:03,0.03333333333333333,0.23333333333333334, (to:@elonmusk)
132, 2019-12-07 22:25:47,0.0,0.0, (to:@elonmusk)
133, 2019-12-07 22:25:46,0.0,0.0, (to:@elonmusk)
135, 2019-12-07 22:25:40,0.0,0.0, (to:@elonmusk)
136, 2019-12-07 22:25:27,0.0,0.0, (to:@elonmusk)
137, 2019-12-07 22:25:18,0.5,0.8888888888888888, (to:@elonmusk)
138, 2019-12-07 22:25:15,0.21,0.5466666666666666, (to:@elonmusk)
139, 2019-12-07 22:25:14,0.0,0.0, (to:@elonmusk)
144, 2019-12-07 22:24:26,0.8,0.9, (to:@elonmusk)
147, 2019-12-07 22:24:08,0.5,0.625, (to:@elonmusk)
149, 2019-12-07 22:23:56,0.0,0.0, (to:@elonmusk)
150, 2019-12-07 22:23:55,0.0,0.0, (to:@elonmusk)
151, 2019-12-07 22:23:46,0.2,0.2, (to:@elonmusk)
153, 2019-12-07 22:23:38,0.0,0.0, (to:@elonmusk)
155, 2019-12-07 22:23:36,0.2,0.30000000000000004, (to:@elonmusk)
156, 2019-12-07 22:23:29,-0.15972222222222224,0.3472222222222221, (to:@elonmusk)
158, 2019-12-07 22:23:26,0.0,0.0, (to:@elonmusk)
159, 2019-12-07 22:23:12,0.05227272727272727,0.3359090909090909, (to:@elonmusk)
160, 2019-12-07 22:23:09,0.0,0.0, (to:@elonmusk)
162, 2019-12-07 22:22:50,0.0,0.0, (to:@elonmusk)
163, 2019-12-07 22:22:43,0.5,0.5, (to:@elonmusk)
164, 2019-12-07 22:22:43,0.5,0.8888888888888888, (to:@elonmusk)
165, 2019-12-07 22:22:37,0.5,0.5, (to:@elonmusk)
166, 2019-12-07 22:22:29,0.0,0.0, (to:@elonmusk)
167, 2019-12-07 22:22:28,0.09583333333333333,0.7291666666666666, (to:@elonmusk)
168, 2019-12-07 22:22:28,0.0,0.0, (to:@elonmusk)
169, 2019-12-07 22:22:11,0.0,0.125, (to:@elonmusk)
170, 2019-12-07 22:22:02,0.0,0.0, (to:@elonmusk)
171, 2019-12-07 22:21:57,0.0,0.0, (to:@elonmusk)
172, 2019-12-07 22:21:55,0.0,0.0, (to:@elonmusk)
173, 2019-12-07 22:21:41,0.6,1.0, (to:@elonmusk)
174, 2019-12-07 22:21:32,0.0,0.0, (to:@elonmusk)
175, 2019-12-07 22:21:21,-0.2916666666666667,0.5416666666666666, (to:@elonmusk)
176, 2019-12-07 22:21:16,-0.35,0.9, (to:@elonmusk)
177, 2019-12-07 22:21:15,0.0,0.0, (to:@elonmusk)
179, 2019-12-07 22:20:47,0.0,0.0, (to:@elonmusk)
180, 2019-12-07 22:20:45,-0.07142857142857142,0.21428571428571427, (to:@elonmusk)
181, 2019-12-07 22:20:40,0.011111111111111144,0.8777777777777779, (to:@elonmusk)
182, 2019-12-07 22:20:36,0.0,0.0, (to:@elonmusk)
183, 2019-12-07 22:20:35,0.2775,0.9225, (to:@elonmusk)
184, 2019-12-07 22:20:22,0.5,0.5, (to:@elonmusk)
185, 2019-12-07 22:20:22,0.0,0.0, (to:@elonmusk)
186, 2019-12-07 22:20:12,0.0,0.0, (to:@elonmusk)
187, 2019-12-07 22:20:09,0.0,0.0, (to:@elonmusk)
188, 2019-12-07 22:20:07,0.10000000000000003,0.95, (to:@elonmusk)
189, 2019-12-07 22:19:38,0.0,0.0, (to:@elonmusk)
191, 2019-12-07 22:19:27,0.0,0.0, (to:@elonmusk)
192, 2019-12-07 22:19:22,0.0,0.0, (to:@elonmusk)
193, 2019-12-07 22:19:20,0.0,0.0, (to:@elonmusk)
194, 2019-12-07 22:19:07,0.0,0.125, (to:@elonmusk)
195, 2019-12-07 22:19:06,0.0,0.0, (to:@elonmusk)
196, 2019-12-07 22:18:58,0.0,0.0, (to:@elonmusk)
198, 2019-12-07 22:18:36,0.0,0.0, (to:@elonmusk)
199, 2019-12-07 22:18:13,0.0,0.0, (to:@elonmusk)
200, 2019-12-07 22:18:10,0.0,0.0, (to:@elonmusk)
201, 2019-12-07 22:18:02,0.0,0.0, (to:@elonmusk)
202, 2019-12-07 22:18:00,0.0,0.0, (to:@elonmusk)
203, 2019-12-07 22:17:58,0.5,1.0, (to:@elonmusk)
204, 2019-12-07 22:17:54,0.0,0.0, (to:@elonmusk)
205, 2019-12-07 22:17:53,0.17857142857142858,0.31904761904761897, (to:@elonmusk)
206, 2019-12-07 22:17:44,-0.08888888888888889,0.26666666666666666, (to:@elonmusk)
207, 2019-12-07 22:17:42,0.3499999999999999,0.4555555555555556, (to:@elonmusk)
208, 2019-12-07 22:17:34,0.0,0.0, (to:@elonmusk)
209, 2019-12-07 22:17:23,0.0,0.0, (to:@elonmusk)
211, 2019-12-07 22:17:10,0.0,0.0, (to:@elonmusk)
212, 2019-12-07 22:17:09,0.25,0.3, (to:@elonmusk)
213, 2019-12-07 22:17:06,0.0,0.0, (to:@elonmusk)
214, 2019-12-07 22:17:06,0.0,0.0, (to:@elonmusk)
215, 2019-12-07 22:16:59,0.45,0.75, (to:@elonmusk)
216, 2019-12-07 22:16:41,0.4,0.6, (to:@elonmusk)
217, 2019-12-07 22:16:37,0.07238095238095238,0.4838095238095238, (to:@elonmusk)
218, 2019-12-07 22:16:34,0.0,0.0, (to:@elonmusk)
219, 2019-12-07 22:16:31,0.0,0.0, (to:@elonmusk)
220, 2019-12-07 22:16:27,0.0,0.0, (to:@elonmusk)
224, 2019-12-07 22:15:43,0.0,0.0, (to:@elonmusk)
225, 2019-12-07 22:15:37,0.0,0.0, (to:@elonmusk)
226, 2019-12-07 22:15:35,0.0,0.0, (to:@elonmusk)
227, 2019-12-07 22:15:29,0.1,0.3, (to:@elonmusk)
228, 2019-12-07 22:15:26,0.0,0.0, (to:@elonmusk)
229, 2019-12-07 22:15:25,0.0,0.0, (to:@elonmusk)
231, 2019-12-07 22:15:15,0.0,0.0, (to:@elonmusk)
232, 2019-12-07 22:15:09,0.30000000000000004,0.45, (to:@elonmusk)
234, 2019-12-07 22:14:38,-0.1555555555555556,0.2888888888888889, (to:@elonmusk)
235, 2019-12-07 22:14:26,0.0,0.0, (to:@elonmusk)
236, 2019-12-07 22:14:13,0.8,0.7, (to:@elonmusk)
237, 2019-12-07 22:14:06,0.0,0.0, (to:@elonmusk)
238, 2019-12-07 22:14:01,0.13636363636363635,0.4545454545454545, (to:@elonmusk)
239, 2019-12-07 22:13:45,0.0,0.0, (to:@elonmusk)
240, 2019-12-07 22:13:35,-0.6,0.9, (to:@elonmusk)
241, 2019-12-07 22:13:33,0.2,0.1, (to:@elonmusk)
242, 2019-12-07 22:13:32,0.8,0.7, (to:@elonmusk)
243, 2019-12-07 22:13:25,0.0,0.0, (to:@elonmusk)
244, 2019-12-07 22:13:06,0.0,0.0, (to:@elonmusk)
245, 2019-12-07 22:13:02,0.2583333333333333,0.3583333333333334, (to:@elonmusk)
246, 2019-12-07 22:12:53,0.0,0.0, (to:@elonmusk)
247, 2019-12-07 22:12:52,0.0,0.0, (to:@elonmusk)
248, 2019-12-07 22:12:29,0.0,0.0, (to:@elonmusk)
249, 2019-12-07 22:12:22,0.0,0.0, (to:@elonmusk)
250, 2019-12-07 22:12:18,0.0,0.0, (to:@elonmusk)
251, 2019-12-07 22:12:13,0.0,0.0, (to:@elonmusk)
252, 2019-12-07 22:12:09,0.0,0.0, (to:@elonmusk)
253, 2019-12-07 22:12:03,0.0,0.0, (to:@elonmusk)
254, 2019-12-07 22:11:34,0.25,0.25, (to:@elonmusk)
256, 2019-12-07 22:11:23,0.25,1.0, (to:@elonmusk)
258, 2019-12-07 22:11:19,0.0,0.0, (to:@elonmusk)
259, 2019-12-07 22:11:15,0.0,0.0, (to:@elonmusk)
261, 2019-12-07 22:10:56,-0.075,0.225, (to:@elonmusk)
262, 2019-12-07 22:10:52,0.0,0.0, (to:@elonmusk)
263, 2019-12-07 22:10:51,0.0,0.0, (to:@elonmusk)
264, 2019-12-07 22:10:37,0.0,0.0, (to:@elonmusk)
265, 2019-12-07 22:10:36,0.4,0.425, (to:@elonmusk)
266, 2019-12-07 22:10:22,0.8,0.7, (to:@elonmusk)
267, 2019-12-07 22:10:13,0.2,0.2, (to:@elonmusk)
268, 2019-12-07 22:10:12,0.21212121212121213,0.5074074074074074, (to:@elonmusk)
269, 2019-12-07 22:10:04,0.0,0.0, (to:@elonmusk)
272, 2019-12-07 22:09:56,0.13636363636363635,0.4545454545454545, (to:@elonmusk)
273, 2019-12-07 22:09:53,0.0,0.0, (to:@elonmusk)
274, 2019-12-07 22:09:51,0.0,0.0, (to:@elonmusk)
275, 2019-12-07 22:09:48,0.22857142857142854,0.31785714285714284, (to:@elonmusk)
276, 2019-12-07 22:09:47,0.0,0.1, (to:@elonmusk)
277, 2019-12-07 22:09:44,0.8,0.7, (to:@elonmusk)
278, 2019-12-07 22:09:40,0.35,0.65, (to:@elonmusk)
279, 2019-12-07 22:09:33,0.0,0.0, (to:@elonmusk)
280, 2019-12-07 22:09:28,0.0,0.0, (to:@elonmusk)
281, 2019-12-07 22:09:10,0.0,0.0, (to:@elonmusk)
282, 2019-12-07 22:09:09,0.0,0.0, (to:@elonmusk)
283, 2019-12-07 22:08:58,0.0,0.0, (to:@elonmusk)
284, 2019-12-07 22:08:28,0.13636363636363635,0.4545454545454545, (to:@elonmusk)
285, 2019-12-07 22:08:20,0.0,0.0, (to:@elonmusk)
286, 2019-12-07 22:08:18,0.0,0.0, (to:@elonmusk)
287, 2019-12-07 22:08:11,0.0,0.0, (to:@elonmusk)
288, 2019-12-07 22:08:11,0.5,1.0, (to:@elonmusk)
290, 2019-12-07 22:07:40,0.0,0.0, (to:@elonmusk)
291, 2019-12-07 22:07:40,0.1,0.4, (to:@elonmusk)
292, 2019-12-07 22:07:38,0.35,0.65, (to:@elonmusk)
295, 2019-12-07 22:07:23,0.4,0.8833333333333333, (to:@elonmusk)
296, 2019-12-07 22:07:22,0.0,0.0, (to:@elonmusk)
297, 2019-12-07 22:07:16,0.0,0.0, (to:@elonmusk)
298, 2019-12-07 22:07:13,0.175,0.5, (to:@elonmusk)
299, 2019-12-07 22:06:47,0.0,0.0, (to:@elonmusk)
301, 2019-12-07 22:06:40,0.21428571428571427,0.6428571428571429, (to:@elonmusk)
302, 2019-12-07 22:06:24,0.5,0.5, (to:@elonmusk)
303, 2019-12-07 22:06:09,0.0,0.5, (to:@elonmusk)
304, 2019-12-07 22:06:02,0.0,0.0, (to:@elonmusk)
305, 2019-12-07 22:05:53,0.0,0.0, (to:@elonmusk)
306, 2019-12-07 22:05:52,0.0,0.0, (to:@elonmusk)
307, 2019-12-07 22:05:03,-0.14761904761904762,0.4367063492063492, (to:@elonmusk)
308, 2019-12-07 22:05:00,0.0,0.1, (to:@elonmusk)
309, 2019-12-07 22:04:54,-0.2125,0.875, (to:@elonmusk)
310, 2019-12-07 22:04:54,-1.0,1.0, (to:@elonmusk)
311, 2019-12-07 22:04:40,0.0,0.0, (to:@elonmusk)
312, 2019-12-07 22:04:32,0.2,0.4, (to:@elonmusk)
313, 2019-12-07 22:04:27,-0.09583333333333333,0.6333333333333333, (to:@elonmusk)
314, 2019-12-07 22:04:12,0.0,0.0, (to:@elonmusk)
315, 2019-12-07 22:04:06,0.0,0.0, (to:@elonmusk)
316, 2019-12-07 22:04:06,0.05000000000000002,0.5, (to:@elonmusk)
317, 2019-12-07 22:03:57,0.6,1.0, (to:@elonmusk)
318, 2019-12-07 22:03:53,0.0,0.0, (to:@elonmusk)
319, 2019-12-07 22:03:35,0.13200757575757574,0.3823863636363637, (to:@elonmusk)
320, 2019-12-07 22:03:33,0.0,0.4, (to:@elonmusk)
321, 2019-12-07 22:03:27,0.42,0.4866666666666666, (to:@elonmusk)
322, 2019-12-07 22:03:26,0.0,0.0, (to:@elonmusk)
323, 2019-12-07 22:03:25,0.0,0.0, (to:@elonmusk)
325, 2019-12-07 22:03:20,0.3375,0.75, (to:@elonmusk)
326, 2019-12-07 22:03:16,0.8,0.75, (to:@elonmusk)
327, 2019-12-07 22:03:00,0.6,1.0, (to:@elonmusk)
328, 2019-12-07 22:02:55,0.0,0.0, (to:@elonmusk)
329, 2019-12-07 22:02:46,0.06666666666666668,0.3666666666666667, (to:@elonmusk)
330, 2019-12-07 22:02:25,0.0,0.0, (to:@elonmusk)
331, 2019-12-07 22:02:18,0.0,0.0, (to:@elonmusk)
333, 2019-12-07 22:02:11,-0.5,0.6666666666666666, (to:@elonmusk)
335, 2019-12-07 22:01:44,0.125,0.4666666666666667, (to:@elonmusk)
336, 2019-12-07 22:01:34,-0.1,0.35, (to:@elonmusk)
337, 2019-12-07 22:01:27,0.0,0.0, (to:@elonmusk)
338, 2019-12-07 22:01:21,0.0,0.0, (to:@elonmusk)
339, 2019-12-07 22:01:10,0.1,0.15000000000000002, (to:@elonmusk)
340, 2019-12-07 22:00:58,0.0,0.0, (to:@elonmusk)
341, 2019-12-07 22:00:57,0.0,0.0, (to:@elonmusk)
343, 2019-12-07 22:00:47,-0.6,0.9, (to:@elonmusk)
345, 2019-12-07 22:00:28,0.0,0.0, (to:@elonmusk)
346, 2019-12-07 22:00:26,0.8,0.4, (to:@elonmusk)
347, 2019-12-07 22:00:17,0.0,0.0, (to:@elonmusk)
348, 2019-12-07 21:59:59,0.0,0.0, (to:@elonmusk)
349, 2019-12-07 21:59:52,0.10000000000000002,0.3833333333333333, (to:@elonmusk)
350, 2019-12-07 21:59:49,0.0,0.0, (to:@elonmusk)
351, 2019-12-07 21:59:17,0.03333333333333333,0.4, (to:@elonmusk)
352, 2019-12-07 21:59:14,0.29,0.6106944444444444, (to:@elonmusk)
354, 2019-12-07 21:59:00,0.0,0.0, (to:@elonmusk)
355, 2019-12-07 21:58:49,0.0,0.0, (to:@elonmusk)
356, 2019-12-07 21:58:34,0.0,0.0, (to:@elonmusk)
357, 2019-12-07 21:58:33,0.0,0.0, (to:@elonmusk)
358, 2019-12-07 21:58:07,0.4,0.5750000000000001, (to:@elonmusk)
359, 2019-12-07 21:58:07,0.0,0.0, (to:@elonmusk)
361, 2019-12-07 21:57:50,0.0,0.0, (to:@elonmusk)
362, 2019-12-07 21:57:41,0.0,0.0, (to:@elonmusk)
363, 2019-12-07 21:57:22,0.0,0.0, (to:@elonmusk)
364, 2019-12-07 21:57:15,0.0,0.05, (to:@elonmusk)
365, 2019-12-07 21:56:40,0.0,0.0, (to:@elonmusk)
366, 2019-12-07 21:56:29,0.0,0.0, (to:@elonmusk)
367, 2019-12-07 21:56:11,0.0,0.0, (to:@elonmusk)
368, 2019-12-07 21:56:02,-0.07142857142857142,0.7857142857142857, (to:@elonmusk)
369, 2019-12-07 21:56:00,0.8,0.75, (to:@elonmusk)
370, 2019-12-07 21:55:57,0.1,0.3, (to:@elonmusk)
371, 2019-12-07 21:55:55,0.26,0.78, (to:@elonmusk)
372, 2019-12-07 21:55:52,0.0,0.0, (to:@elonmusk)
373, 2019-12-07 21:55:45,-0.3499999999999999,0.5833333333333333, (to:@elonmusk)
376, 2019-12-07 21:55:10,0.0,0.0, (to:@elonmusk)
377, 2019-12-07 21:54:56,0.0,0.0, (to:@elonmusk)
378, 2019-12-07 21:54:56,0.11212121212121212,0.5181818181818182, (to:@elonmusk)
379, 2019-12-07 21:54:43,0.0,0.0, (to:@elonmusk)
380, 2019-12-07 21:54:27,0.0,0.0, (to:@elonmusk)
381, 2019-12-07 21:54:26,0.0,0.0, (to:@elonmusk)
382, 2019-12-07 21:54:23,0.3166666666666667,0.4833333333333333, (to:@elonmusk)
383, 2019-12-07 21:54:15,0.0,0.0, (to:@elonmusk)
386, 2019-12-07 21:54:08,0.8,0.7, (to:@elonmusk)
387, 2019-12-07 21:54:06,0.0,0.0, (to:@elonmusk)
388, 2019-12-07 21:54:03,0.06818181818181818,0.5397727272727273, (to:@elonmusk)
389, 2019-12-07 21:53:56,0.0,0.0, (to:@elonmusk)
390, 2019-12-07 21:53:56,0.0,0.0, (to:@elonmusk)
391, 2019-12-07 21:53:36,0.2857142857142857,0.5357142857142857, (to:@elonmusk)
392, 2019-12-07 21:53:30,0.13749999999999998,0.44166666666666665, (to:@elonmusk)
393, 2019-12-07 21:53:19,0.0,0.0, (to:@elonmusk)
394, 2019-12-07 21:53:13,0.0,0.0, (to:@elonmusk)
395, 2019-12-07 21:53:06,0.04375000000000001,0.54375, (to:@elonmusk)
396, 2019-12-07 21:52:59,0.15000000000000002,0.45, (to:@elonmusk)
397, 2019-12-07 21:52:51,0.0,1.0, (to:@elonmusk)
398, 2019-12-07 21:52:48,0.0,0.0, (to:@elonmusk)
399, 2019-12-07 21:52:39,-0.0078125,0.2390625, (to:@elonmusk)
401, 2019-12-07 21:52:26,0.0,0.0, (to:@elonmusk)
402, 2019-12-07 21:52:25,0.0,0.0, (to:@elonmusk)
403, 2019-12-07 21:52:24,0.0,0.0, (to:@elonmusk)
404, 2019-12-07 21:52:19,0.0,0.0, (to:@elonmusk)
405, 2019-12-07 21:52:13,0.35,0.30000000000000004, (to:@elonmusk)
406, 2019-12-07 21:52:01,0.0,0.0, (to:@elonmusk)
407, 2019-12-07 21:52:01,0.0,1.0, (to:@elonmusk)
408, 2019-12-07 21:51:52,0.05000000000000001,0.7333333333333334, (to:@elonmusk)
409, 2019-12-07 21:51:47,0.0,0.0, (to:@elonmusk)
410, 2019-12-07 21:51:37,0.8,1.0, (to:@elonmusk)
411, 2019-12-07 21:51:30,0.0,0.0, (to:@elonmusk)
413, 2019-12-07 21:51:20,0.0,0.0, (to:@elonmusk)
414, 2019-12-07 21:51:18,0.0,0.0, (to:@elonmusk)
415, 2019-12-07 21:50:59,0.0,0.0, (to:@elonmusk)
416, 2019-12-07 21:50:57,-0.6999999999999998,0.6666666666666666, (to:@elonmusk)
417, 2019-12-07 21:50:47,0.175,0.575, (to:@elonmusk)
418, 2019-12-07 21:50:38,0.0,0.0, (to:@elonmusk)
419, 2019-12-07 21:50:19,0.0,0.0, (to:@elonmusk)
420, 2019-12-07 21:49:57,1.0,0.3, (to:@elonmusk)
421, 2019-12-07 21:49:57,0.13636363636363635,0.4545454545454545, (to:@elonmusk)
423, 2019-12-07 21:49:47,0.0,0.75, (to:@elonmusk)
425, 2019-12-07 21:49:29,0.0,0.0, (to:@elonmusk)
426, 2019-12-07 21:49:17,0.0,0.0, (to:@elonmusk)
427, 2019-12-07 21:49:03,0.0,0.0, (to:@elonmusk)
428, 2019-12-07 21:49:01,0.0,0.0, (to:@elonmusk)
430, 2019-12-07 21:48:49,0.0,0.0, (to:@elonmusk)
431, 2019-12-07 21:48:49,0.0,0.0, (to:@elonmusk)
432, 2019-12-07 21:48:47,0.0,0.0, (to:@elonmusk)
433, 2019-12-07 21:48:45,0.0,0.0, (to:@elonmusk)
434, 2019-12-07 21:48:44,0.0,0.0, (to:@elonmusk)
435, 2019-12-07 21:48:42,0.0,0.0, (to:@elonmusk)
436, 2019-12-07 21:48:40,0.0,0.0, (to:@elonmusk)
437, 2019-12-07 21:48:28,0.0,0.0, (to:@elonmusk)
438, 2019-12-07 21:48:25,0.5,1.0, (to:@elonmusk)
439, 2019-12-07 21:48:21,0.2,0.4, (to:@elonmusk)
441, 2019-12-07 21:48:09,0.0,0.0, (to:@elonmusk)
